Trait,Database,Pathway_ID,Pathway_Name,GeneRatio,BgRatio,Gene_Count,P_value,FDR,Q_value,FDR_Significant_0.05,N_Traits_FDR_Significant,Traits_FDR_Significant,Entrez_Gene_IDs
Arm FFM,KEGG,hsa03018,RNA degradation,2/145,78/9422,2,0.338347552316518,0.525225560863432,0.391356715959743,False,0,,EXOSC9/DDX6
Arm FFM,KEGG,hsa05100,Bacterial invasion of epithelial cells,2/145,78/9422,2,0.338347552316518,0.525225560863432,0.391356715959743,False,0,,DNM3/PIK3R1
Arm FFM,KEGG,hsa05140,Leishmaniasis,2/145,78/9422,2,0.338347552316518,0.525225560863432,0.391356715959743,False,0,,TGFB2/HLA-DQA1
Arm FFM,KEGG,hsa05014,Amyotrophic lateral sclerosis,7/145,369/9422,7,0.340733103949892,0.525580746215811,0.3916213721064,False,0,,MTOR/COX7A2L/PPP3R1/HSPA5/PSMA6/COX8C/TP53
Arm FFM,KEGG,hsa01040,Biosynthesis of unsaturated fatty acids,1/145,27/9422,1,0.342513295286708,0.525580746215811,0.3916213721064,False,0,,HSD17B12
Arm FFM,KEGG,hsa00062,Fatty acid elongation,1/145,28/9422,1,0.352660775029489,0.538059582473563,0.400919617928261,False,0,,HSD17B12
Arm FFM,KEGG,hsa04612,Antigen processing and presentation,2/145,82/9422,2,0.3607450648461,0.547052385103455,0.407620346085365,False,0,,HLA-DQA1/HSPA5
Arm FFM,KEGG,hsa04744,Phototransduction,1/145,29/9422,1,0.362652704731504,0.547052385103455,0.407620346085365,False,0,,GNAT2
Arm FFM,KEGG,hsa05322,Systemic lupus erythematosus,3/145,143/9422,3,0.378267902739928,0.561670913587999,0.418512922011165,False,0,,H2BC6/LOC110384692/HLA-DQA1
Arm FFM,KEGG,hsa00630,Glyoxylate and dicarboxylate metabolism,1/145,31/9422,1,0.382179350648591,0.561670913587999,0.418512922011165,False,0,,PGP
Arm FFM,KEGG,hsa03060,Protein export,1/145,31/9422,1,0.382179350648591,0.561670913587999,0.418512922011165,False,0,,HSPA5
Arm FFM,KEGG,hsa04936,Alcoholic liver disease,3/145,144/9422,3,0.382457020095669,0.561670913587999,0.418512922011165,False,0,,IL17RC/LOC110384692/FOXO3
Arm FFM,KEGG,hsa04012,ErbB signaling pathway,2/145,86/9422,2,0.382861821247251,0.561670913587999,0.418512922011165,False,0,,MTOR/PIK3R1
Arm FFM,KEGG,hsa00640,Propanoate metabolism,1/145,32/9422,1,0.391718696208803,0.565345361555408,0.421250831200363,False,0,,BCKDHB
Arm FFM,KEGG,hsa04215,Apoptosis - multiple species,1/145,32/9422,1,0.391718696208803,0.565345361555408,0.421250831200363,False,0,,BAK1
Arm FFM,KEGG,hsa05310,Asthma,1/145,32/9422,1,0.391718696208803,0.565345361555408,0.421250831200363,False,0,,HLA-DQA1
Arm FFM,KEGG,hsa05012,Parkinson disease,5/145,269/9422,5,0.399001344529494,0.566649934638478,0.422222896300699,False,0,,COX7A2L/HSPA5/PSMA6/COX8C/TP53
Arm FFM,KEGG,hsa04727,GABAergic synapse,2/145,89/9422,2,0.399236492805141,0.566649934638478,0.422222896300699,False,0,,ADCY4/ADCY9
Arm FFM,KEGG,hsa01210,2-Oxocarboxylic acid metabolism,1/145,33/9422,1,0.401111751485664,0.566649934638478,0.422222896300699,False,0,,BCKDHB
Arm FFM,KEGG,hsa04130,SNARE interactions in vesicular transport,1/145,33/9422,1,0.401111751485664,0.566649934638478,0.422222896300699,False,0,,VAMP5
Arm FFM,KEGG,hsa04710,Circadian rhythm,1/145,34/9422,1,0.410360744566352,0.576664835785347,0.429685211761997,False,0,,NFIL3
Arm FFM,KEGG,hsa05170,Human immunodeficiency virus 1 infection,4/145,214/9422,4,0.419401141952625,0.582077084696011,0.433717993327601,False,0,,MTOR/PPP3R1/PIK3R1/BAK1
Arm FFM,KEGG,hsa04658,Th1 and Th2 cell differentiation,2/145,93/9422,2,0.420752349611723,0.582077084696011,0.433717993327601,False,0,,PPP3R1/HLA-DQA1
Arm FFM,KEGG,hsa04912,GnRH signaling pathway,2/145,93/9422,2,0.420752349611723,0.582077084696011,0.433717993327601,False,0,,ADCY4/ADCY9
Arm FFM,KEGG,hsa00250,"Alanine, aspartate and glutamate metabolism",1/145,37/9422,1,0.437265129012517,0.595662191052766,0.443840544486389,False,0,,CPS1
Arm FFM,KEGG,hsa00350,Tyrosine metabolism,1/145,37/9422,1,0.437265129012517,0.595662191052766,0.443840544486389,False,0,,DDC
Arm FFM,KEGG,hsa05143,African trypanosomiasis,1/145,37/9422,1,0.437265129012517,0.595662191052766,0.443840544486389,False,0,,ICAM1
Arm FFM,KEGG,hsa00520,Amino sugar and nucleotide sugar metabolism,1/145,38/9422,1,0.445959487701189,0.601369612203118,0.448093265154305,False,0,,GNPDA2
Arm FFM,KEGG,hsa00760,Nicotinate and nicotinamide metabolism,1/145,38/9422,1,0.445959487701189,0.601369612203118,0.448093265154305,False,0,,NT5C2
Arm FFM,KEGG,hsa05330,Allograft rejection,1/145,39/9422,1,0.454520429120981,0.609833942589457,0.45440021742325,False,0,,HLA-DQA1
Arm FFM,KEGG,hsa04640,Hematopoietic cell lineage,2/145,100/9422,2,0.457436072885021,0.610677157301503,0.455028514606679,False,0,,HLA-DQA1/FLT3
Arm FFM,KEGG,hsa05142,Chagas disease,2/145,103/9422,2,0.472748552050093,0.627649111350911,0.467674677884179,False,0,,TGFB2/PIK3R1
Arm FFM,KEGG,hsa00380,Tryptophan metabolism,1/145,42/9422,1,0.47942292958393,0.627649111350911,0.467674677884179,False,0,,DDC
Arm FFM,KEGG,hsa04216,Ferroptosis,1/145,42/9422,1,0.47942292958393,0.627649111350911,0.467674677884179,False,0,,TP53
Arm FFM,KEGG,hsa04137,Mitophagy - animal,2/145,105/9422,2,0.482813013550977,0.627649111350911,0.467674677884179,False,0,,FOXO3/TP53
Arm FFM,KEGG,hsa04625,C-type lectin receptor signaling pathway,2/145,105/9422,2,0.482813013550977,0.627649111350911,0.467674677884179,False,0,,PPP3R1/PIK3R1
Arm FFM,KEGG,hsa04820,Cytoskeleton in muscle cells,4/145,233/9422,4,0.484253621491714,0.627649111350911,0.467674677884179,False,0,,VCAN/PLEC/FBN1/ATP1B2
Arm FFM,KEGG,hsa04922,Glucagon signaling pathway,2/145,107/9422,2,0.492759466739515,0.632871730141427,0.471566162021406,False,0,,PPP3R1/PPP4C
Arm FFM,KEGG,hsa04940,Type I diabetes mellitus,1/145,44/9422,1,0.495393976028308,0.632871730141427,0.471566162021406,False,0,,HLA-DQA1
Arm FFM,KEGG,hsa04962,Vasopressin-regulated water reabsorption,1/145,44/9422,1,0.495393976028308,0.632871730141427,0.471566162021406,False,0,,ADCY9
Arm FFM,KEGG,hsa00513,Various types of N-glycan biosynthesis,1/145,45/9422,1,0.503196052534588,0.636745715766516,0.474452750955536,False,0,,RPN2
Arm FFM,KEGG,hsa05332,Graft-versus-host disease,1/145,45/9422,1,0.503196052534588,0.636745715766516,0.474452750955536,False,0,,HLA-DQA1
Arm FFM,KEGG,hsa03050,Proteasome,1/145,46/9422,1,0.510878314706123,0.643417500125164,0.479424039123422,False,0,,PSMA6
Arm FFM,KEGG,hsa00280,"Valine, leucine and isoleucine degradation",1/145,48/9422,1,0.525890677858612,0.656134630786212,0.488899843164179,False,0,,BCKDHB
Arm FFM,KEGG,hsa03272,Virion - Hepatitis viruses,1/145,48/9422,1,0.525890677858612,0.656134630786212,0.488899843164179,False,0,,CHMP7
Arm FFM,KEGG,hsa05152,Tuberculosis,3/145,181/9422,3,0.530344908384035,0.656155318389463,0.48891525793656,False,0,,TGFB2/PPP3R1/HLA-DQA1
Arm FFM,KEGG,hsa04726,Serotonergic synapse,2/145,115/9422,2,0.531324464154124,0.656155318389463,0.48891525793656,False,0,,HTR1F/DDC
Arm FFM,KEGG,hsa01200,Carbon metabolism,2/145,116/9422,2,0.536004314998011,0.656155318389463,0.48891525793656,False,0,,CPS1/PGP
Arm FFM,KEGG,hsa04670,Leukocyte transendothelial migration,2/145,116/9422,2,0.536004314998011,0.656155318389463,0.48891525793656,False,0,,PIK3R1/ICAM1
Arm FFM,KEGG,hsa04672,Intestinal immune network for IgA production,1/145,50/9422,1,0.540445354818742,0.656155318389463,0.48891525793656,False,0,,HLA-DQA1
Arm FFM,KEGG,hsa03082,ATP-dependent chromatin remodeling,2/145,117/9422,2,0.540652322268471,0.656155318389463,0.48891525793656,False,0,,BPTF/SS18
Arm FFM,KEGG,hsa05110,Vibrio cholerae infection,1/145,51/9422,1,0.547555408548072,0.661526217567127,0.49291722893825,False,0,,ADCY9
Arm FFM,KEGG,hsa04660,T cell receptor signaling pathway,2/145,122/9422,2,0.563410408255025,0.674307517330506,0.502440846739466,False,0,,PPP3R1/PIK3R1
Arm FFM,KEGG,hsa05034,Alcoholism,3/145,191/9422,3,0.566942255516788,0.674307517330506,0.502440846739466,False,0,,H2BC6/DDC/BDNF
Arm FFM,KEGG,hsa00270,Cysteine and methionine metabolism,1/145,54/9422,1,0.56823667190773,0.674307517330506,0.502440846739466,False,0,,DNMT3A
Arm FFM,KEGG,hsa05320,Autoimmune thyroid disease,1/145,54/9422,1,0.56823667190773,0.674307517330506,0.502440846739466,False,0,,HLA-DQA1
Arm FFM,KEGG,hsa04145,Phagocytosis,4/145,260/9422,4,0.571014417865883,0.674605529071641,0.502662901614588,False,0,,DNM3/PIK3R1/HLA-DQA1/VPS33A
Arm FFM,KEGG,hsa04613,Neutrophil extracellular trap formation,3/145,195/9422,3,0.581090687893658,0.683485522764787,0.509279573437984,False,0,,MTOR/PIK3R1/H2BC6
Arm FFM,KEGG,hsa00510,N-Glycan biosynthesis,1/145,57/9422,1,0.587978816293267,0.68554735349477,0.510815887287647,False,0,,RPN2
Arm FFM,KEGG,hsa01212,Fatty acid metabolism,1/145,57/9422,1,0.587978816293267,0.68554735349477,0.510815887287647,False,0,,HSD17B12
Arm FFM,KEGG,hsa00240,Pyrimidine metabolism,1/145,59/9422,1,0.600639511618012,0.695547192296565,0.518266979475856,False,0,,NT5C2
Arm FFM,KEGG,hsa05130,Pathogenic Escherichia coli infection,3/145,201/9422,3,0.60176554839141,0.695547192296565,0.518266979475856,False,0,,BAK1/GNA12/CYTH1
Arm FFM,KEGG,hsa00590,Arachidonic acid metabolism,1/145,64/9422,1,0.630626105721832,0.722801506797088,0.53857474782042,False,0,,TBXAS1
Arm FFM,KEGG,hsa00190,Oxidative phosphorylation,2/145,138/9422,2,0.630759367354762,0.722801506797088,0.53857474782042,False,0,,COX7A2L/COX8C
Arm FFM,KEGG,hsa04929,GnRH secretion,1/145,65/9422,1,0.636349466981752,0.726091058479179,0.541025862616065,False,0,,PIK3R1
Arm FFM,KEGG,hsa00140,Steroid hormone biosynthesis,1/145,66/9422,1,0.641984748299231,0.729403948067637,0.543494366981208,False,0,,HSD17B12
Arm FFM,KEGG,hsa04720,Long-term potentiation,1/145,67/9422,1,0.647533295915371,0.732590635633069,0.54586883553972,False,0,,PPP3R1
Arm FFM,KEGG,hsa04664,Fc epsilon RI signaling pathway,1/145,69/9422,1,0.658375473142787,0.741714140629215,0.552666952804738,False,0,,PIK3R1
Arm FFM,KEGG,hsa04723,Retrograde endocannabinoid signaling,2/145,149/9422,2,0.672228527596135,0.75413872633684,0.561924775389958,False,0,,ADCY4/ADCY9
Arm FFM,KEGG,hsa01230,Biosynthesis of amino acids,1/145,75/9422,1,0.688954209292182,0.769668509962396,0.573496346867308,False,0,,CPS1
Arm FFM,KEGG,hsa04810,Regulation of actin cytoskeleton,3/145,232/9422,3,0.697651717682346,0.773890492240043,0.576642235495242,False,0,,PIK3R1/FGFR4/GNA12
Arm FFM,KEGG,hsa03320,PPAR signaling pathway,1/145,77/9422,1,0.698530369400188,0.773890492240043,0.576642235495242,False,0,,RXRA
Arm FFM,KEGG,hsa05133,Pertussis,1/145,78/9422,1,0.703208068323353,0.775853529927005,0.578104936551169,False,0,,LOC110384692
Arm FFM,KEGG,hsa04721,Synaptic vesicle cycle,1/145,79/9422,1,0.707813679420647,0.777721203314044,0.579496579642635,False,0,,DNM3
Arm FFM,KEGG,hsa04146,Peroxisome,1/145,83/9422,1,0.725537062415069,0.793927851085342,0.591572496964832,False,0,,PEX2
Arm FFM,KEGG,hsa01232,Nucleotide metabolism,1/145,85/9422,1,0.733994129119452,0.799903806019975,0.596025307856397,False,0,,NT5C2
Arm FFM,KEGG,hsa05132,Salmonella infection,3/145,249/9422,3,0.74237090525381,0.8040954678617,0.599148604083822,False,0,,BAK1/VPS33A/CYTH1
Arm FFM,KEGG,hsa04530,Tight junction,2/145,171/9422,2,0.743863597609888,0.8040954678617,0.599148604083822,False,0,,PATJ/PARD3
Arm FFM,KEGG,hsa04610,Complement and coagulation cascades,1/145,89/9422,1,0.750139591399766,0.807609963321523,0.601767329263819,False,0,,LOC110384692
Arm FFM,KEGG,hsa04657,IL-17 signaling pathway,1/145,94/9422,1,0.768959187420281,0.824546598559096,0.614387175744803,False,0,,IL17RC
Arm FFM,KEGG,hsa03008,Ribosome biogenesis in eukaryotes,2/145,183/9422,2,0.777026812472725,0.82986463572087,0.618349758136189,False,0,,AFG2A/SNU13
Arm FFM,KEGG,hsa04666,Fc gamma R-mediated phagosome formation,1/145,98/9422,1,0.782995630402032,0.832907702459532,0.620617211767599,False,0,,PIK3R1
Arm FFM,KEGG,hsa05410,Hypertrophic cardiomyopathy,1/145,99/9422,1,0.786370322979435,0.833178080299639,0.620818676036396,False,0,,TGFB2
Arm FFM,KEGG,hsa03015,mRNA surveillance pathway,1/145,103/9422,1,0.799355784531713,0.840164967330815,0.626024753895226,False,0,,FIP1L1
Arm FFM,KEGG,hsa04974,Protein digestion and absorption,1/145,103/9422,1,0.799355784531713,0.840164967330815,0.626024753895226,False,0,,ATP1B2
Arm FFM,KEGG,hsa00564,Glycerophospholipid metabolism,1/145,105/9422,1,0.805551429350894,0.840164967330815,0.626024753895226,False,0,,PCYT1A
Arm FFM,KEGG,hsa04064,NF-kappa B signaling pathway,1/145,105/9422,1,0.805551429350894,0.840164967330815,0.626024753895226,False,0,,ICAM1
Arm FFM,KEGG,hsa03013,Nucleocytoplasmic transport,1/145,108/9422,1,0.814490397142364,0.845891603755352,0.630291792271877,False,0,,IPO9
Arm FFM,KEGG,hsa04620,Toll-like receptor signaling pathway,1/145,109/9422,1,0.817378403628767,0.845891603755352,0.630291792271877,False,0,,PIK3R1
Arm FFM,KEGG,hsa04728,Dopaminergic synapse,1/145,133/9422,1,0.874746962466354,0.901766173662225,0.67192512052892,False,0,,DDC
Arm FFM,KEGG,hsa05135,Yersinia infection,1/145,138/9422,1,0.884224377963037,0.905953708097249,0.675045341337986,False,0,,PIK3R1
Arm FFM,KEGG,hsa05171,Coronavirus disease,2/145,239/9422,2,0.886848305168914,0.905953708097249,0.675045341337986,False,0,,PIK3R1/LOC110384692
Arm FFM,KEGG,hsa04120,Ubiquitin mediated proteolysis,1/145,142/9422,1,0.891290662037042,0.905953708097249,0.675045341337986,False,0,,ANAPC10
Arm FFM,KEGG,hsa03040,Spliceosome,2/145,243/9422,2,0.892381367901036,0.905953708097249,0.675045341337986,False,0,,EFTUD2/SNU13
Arm FFM,KEGG,hsa04217,Necroptosis,1/145,168/9422,1,0.927856045652818,0.938399864353418,0.699221661197697,False,0,,CHMP7
Arm FFM,KEGG,hsa04519,Cadherin signaling,3/145,404/9422,3,0.951739951501933,0.958922894532136,0.714513806688641,False,0,,YWHAQ/ANKRD6/AXIN1
Arm FFM,KEGG,hsa04382,Cornified envelope formation,1/145,217/9422,1,0.966792403779204,0.970426961688148,0.723085731358407,False,0,,PLEC
Arm FFM,KEGG,hsa04740,Olfactory transduction,3/145,449/9422,3,0.971894594417742,0.971894594417742,0.724179295663131,False,0,,PDE1A/PRKG2/PRKG1
Arm FFM,Reactome,R-HSA-9006925,Intracellular signaling by second messengers,19/199,315/11146,19,3.4991802856223e-06,0.0031282671753463,0.0028656444865412,True,4,Arm FFM;Leg FFM;Trunk FFM;Whole-body FFM,MTOR/PHC2/SCMH1/PDE1A/REST/SLC38A9/PIK3R1/FGFR4/FOXO3/ESR1/BDNF/FLT3/ADCY4/PSMA6/ADCY9/TNRC6A/TP53/RPTOR/INSR
Arm FFM,Reactome,R-HSA-1257604,PIP3 activates AKT signaling,16/199,273/11146,16,3.03069577269591e-05,0.0135472101039507,0.0124099016376706,True,4,Arm FFM;Leg FFM;Trunk FFM;Whole-body FFM,MTOR/PHC2/SCMH1/REST/SLC38A9/PIK3R1/FGFR4/FOXO3/ESR1/BDNF/FLT3/PSMA6/TNRC6A/TP53/RPTOR/INSR
Arm FFM,Reactome,R-HSA-8943724,Regulation of PTEN gene transcription,7/199,61/11146,7,0.0001003821677651,0.0218508702798875,0.020016457173852,True,3,Arm FFM;Trunk FFM;Whole-body FFM,MTOR/PHC2/SCMH1/REST/SLC38A9/TP53/RPTOR
Arm FFM,Reactome,R-HSA-9006936,Signaling by TGFB family members,11/199,158/11146,11,0.0001218120600921,0.0218508702798875,0.020016457173852,True,3,Arm FFM;Trunk FFM;Whole-body FFM,TGFB2/LTBP1/ACVR2B/MMP16/RXRA/PARD3/NCOR2/FBN1/SMAD6/SMAD3/TNRC6A
Arm FFM,Reactome,R-HSA-5628897,TP53 Regulates Metabolic Genes,8/199,84/11146,8,0.000122448880625,0.0218508702798875,0.020016457173852,True,2,Arm FFM;Whole-body FFM,MTOR/YWHAQ/COX7A2L/SLC38A9/COX8C/TNRC6A/TP53/RPTOR
Arm FFM,Reactome,R-HSA-8934593,Regulation of RUNX1 Expression and Activity,4/199,17/11146,4,0.0001955335148088,0.0218508702798875,0.020016457173852,True,3,Arm FFM;Trunk FFM;Whole-body FFM,CCND3/CDK6/CCND2/TNRC6A
Arm FFM,Reactome,R-HSA-9659787,Aberrant regulation of mitotic G1/S transition in cancer due to RB1 defects,4/199,17/11146,4,0.0001955335148088,0.0218508702798875,0.020016457173852,True,2,Arm FFM;Leg FFM,CCND3/CDK6/CCND2/CCNE1
Arm FFM,Reactome,R-HSA-9661069,"Defective binding of RB1 mutants to E2F1,(E2F2, E2F3)",4/199,17/11146,4,0.0001955335148088,0.0218508702798875,0.020016457173852,True,2,Arm FFM;Leg FFM,CCND3/CDK6/CCND2/CCNE1
Arm FFM,Reactome,R-HSA-5663202,Diseases of signal transduction by growth factor receptors and second messengers,20/199,464/11146,20,0.0002358381701603,0.0234265915692574,0.0214598943140024,True,4,Arm FFM;Leg FFM;Trunk FFM;Whole-body FFM,MTOR/FIP1L1/PIK3R1/AP3B1/FAM114A2/FGFR4/FOXO3/HEY2/ESR1/BDNF/ETV6/BRAP/NCOR2/FLT3/PSMA6/MARK3/SMAD3/AXIN1/TP53/NF1
Arm FFM,Reactome,R-HSA-9687139,Aberrant regulation of mitotic cell cycle due to RB1 defects,5/199,35/11146,5,0.0003622501652308,0.0323851647716371,0.0296663819525888,True,4,Arm FFM;Leg FFM;Trunk FFM;Whole-body FFM,ANAPC10/CCND3/CDK6/CCND2/CCNE1
Arm FFM,Reactome,R-HSA-2129379,Molecules associated with elastic fibres,5/199,37/11146,5,0.0004725493225559,0.035204924530415,0.0322494186796925,True,3,Arm FFM;Trunk FFM;Whole-body FFM,TGFB2/LTBP1/EFEMP1/FBN1/GDF5
Arm FFM,Reactome,R-HSA-9675126,Diseases of mitotic cell cycle,5/199,37/11146,5,0.0004725493225559,0.035204924530415,0.0322494186796925,True,4,Arm FFM;Leg FFM;Trunk FFM;Whole-body FFM,ANAPC10/CCND3/CDK6/CCND2/CCNE1
Arm FFM,Reactome,R-HSA-9607240,FLT3 Signaling,5/199,38/11146,5,0.0005363441248599,0.0368839728942145,0.0337875084324725,True,4,Arm FFM;Leg FFM;Trunk FFM;Whole-body FFM,PIK3R1/FOXO3/PTPRJ/SOCS2/FLT3
Arm FFM,Reactome,R-HSA-166208,mTORC1-mediated signalling,4/199,24/11146,4,0.0007916204278145,0.0505506187475868,0.0463068190105057,False,1,Whole-body FFM,MTOR/EIF4G1/SLC38A9/RPTOR
Arm FFM,Reactome,R-HSA-6807070,PTEN Regulation,9/199,140/11146,9,0.0008993002384157,0.0535982942095815,0.0490986375780695,False,2,Trunk FFM;Whole-body FFM,MTOR/PHC2/SCMH1/REST/SLC38A9/PSMA6/TNRC6A/TP53/RPTOR
Arm FFM,Reactome,R-HSA-1566948,Elastic fibre formation,5/199,44/11146,5,0.0010642315938669,0.0566779237671307,0.0519197276472715,False,2,Leg FFM;Trunk FFM,TGFB2/LTBP1/EFEMP1/FBN1/GDF5
Arm FFM,Reactome,R-HSA-8878171,Transcriptional regulation by RUNX1,12/199,236/11146,12,0.0010777681253257,0.0566779237671307,0.0519197276472715,False,0,,PHC2/SCMH1/PRMT6/RYBP/H2BC6/CCND3/ESR1/CDK6/CCND2/PSMA6/AXIN1/TNRC6A
Arm FFM,Reactome,R-HSA-9839373,Signaling by TGFBR3,5/199,46/11146,5,0.0013051307696811,0.0643516473581156,0.0589492307130742,False,0,,TGFB2/MMP16/RXRA/SMAD3/TNRC6A
Arm FFM,Reactome,R-HSA-69231,Cyclin D associated events in G1,5/199,47/11146,5,0.0014396341690853,0.0643516473581156,0.0589492307130742,False,3,Leg FFM;Trunk FFM;Whole-body FFM,CCND3/CDK6/CCND2/RBL2/CCNE1
Arm FFM,Reactome,R-HSA-69236,G1 Phase,5/199,47/11146,5,0.0014396341690853,0.0643516473581156,0.0589492307130742,False,3,Leg FFM;Trunk FFM;Whole-body FFM,CCND3/CDK6/CCND2/RBL2/CCNE1
Arm FFM,Reactome,R-HSA-6804116,TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest,3/199,14/11146,3,0.0017646916972095,0.0751254465383476,0.0688185534049622,False,0,,E2F7/TP53/CCNE1
Arm FFM,Reactome,R-HSA-5683057,MAPK family signaling cascades,14/199,325/11146,14,0.002076185089164,0.0843686122596674,0.0772857415966339,False,1,Trunk FFM,PRKG2/PIK3R1/FGFR4/CCND3/FOXO3/BRAP/FLT3/PSMA6/FNTB/MARK3/RASGRF1/ABHD17C/TNRC6A/NF1
Arm FFM,Reactome,R-HSA-9706369,Negative regulation of FLT3,3/199,15/11146,3,0.0021770316652263,0.0846202742918405,0.0775162762263651,False,0,,PTPRJ/SOCS2/FLT3
Arm FFM,Reactome,R-HSA-1660499,Synthesis of PIPs at the plasma membrane,5/199,53/11146,5,0.0024707580384463,0.0920357369321273,0.0843091997329507,False,2,Trunk FFM;Whole-body FFM,PTPN13/PIK3R1/PLEKHA1/SBF2/MTMR3
Arm FFM,Reactome,R-HSA-418457,cGMP effects,3/199,16/11146,3,0.0026444308432251,0.0945648469537298,0.0866259872012266,False,0,,PDE1A/PRKG2/PRKG1
Arm FFM,Reactome,R-HSA-4655427,SUMOylation of DNA methylation proteins,3/199,17/11146,3,0.0031691945564571,0.104935553091582,0.0961260571120341,False,0,,PHC2/SCMH1/DNMT3A
Arm FFM,Reactome,R-HSA-9617828,FOXO-mediated transcription of cell cycle genes,3/199,17/11146,3,0.0031691945564571,0.104935553091582,0.0961260571120341,False,0,,FOXO3/SMAD3/RBL2
Arm FFM,Reactome,R-HSA-2219528,PI3K/AKT Signaling in Cancer,7/199,109/11146,7,0.0033426279573604,0.106725335495723,0.0977655846175352,False,3,Leg FFM;Trunk FFM;Whole-body FFM,MTOR/PIK3R1/FGFR4/FOXO3/ESR1/BDNF/FLT3
Arm FFM,Reactome,R-HSA-4086398,Ca2+ pathway,5/199,62/11146,5,0.0048975022366353,0.150978172398345,0.138303329949267,False,0,,GNAT2/PPP3R1/PRKG2/PRKG1/TNRC6A
Arm FFM,Reactome,R-HSA-9671555,Signaling by PDGFR in disease,3/199,20/11146,3,0.0051081330524045,0.152222364961657,0.139443070693711,False,0,,FIP1L1/PIK3R1/ETV6
Arm FFM,Reactome,R-HSA-9008059,Interleukin-37 signaling,3/199,21/11146,3,0.0058819972873843,0.166173572451051,0.152223053534579,False,0,,PTPN14/PTPN13/SMAD3
Arm FFM,Reactome,R-HSA-165159,MTOR signalling,4/199,41/11146,4,0.0059583920900999,0.166173572451051,0.152223053534579,False,0,,MTOR/EIF4G1/SLC38A9/RPTOR
Arm FFM,Reactome,R-HSA-170834,Signaling by TGF-beta Receptor Complex,6/199,94/11146,6,0.0066613734683729,0.166173572451051,0.152223053534579,False,1,Whole-body FFM,TGFB2/LTBP1/PARD3/NCOR2/FBN1/SMAD3
Arm FFM,Reactome,R-HSA-1181150,Signaling by NODAL,3/199,22/11146,3,0.00672225184306,0.166173572451051,0.152223053534579,False,0,,ACVR2B/FOXO3/SMAD3
Arm FFM,Reactome,R-HSA-392154,Nitric oxide stimulates guanylate cyclase,3/199,22/11146,3,0.00672225184306,0.166173572451051,0.152223053534579,False,0,,PDE1A/PRKG2/PRKG1
Arm FFM,Reactome,R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),7/199,125/11146,7,0.0070537413892908,0.166173572451051,0.152223053534579,False,0,,LAMC1/LTBP1/DMP1/VCAN/STC2/PAPPA/FBN1
Arm FFM,Reactome,R-HSA-977444,GABA B receptor activation,4/199,43/11146,4,0.0070633062115659,0.166173572451051,0.152223053534579,False,0,,ADCY4/ADCY9/KCNJ2/KCNJ15
Arm FFM,Reactome,R-HSA-991365,Activation of GABAB receptors,4/199,43/11146,4,0.0070633062115659,0.166173572451051,0.152223053534579,False,0,,ADCY4/ADCY9/KCNJ2/KCNJ15
Arm FFM,Reactome,R-HSA-1474244,Extracellular matrix organization,12/199,300/11146,12,0.0075947570472636,0.174095200006505,0.15947964865779,False,0,,LAMC1/TGFB2/LTBP1/EFEMP1/DMP1/VCAN/MMP16/PLEC/FBN1/ACAN/ICAM1/GDF5
Arm FFM,Reactome,R-HSA-982772,Growth hormone receptor signaling,3/199,24/11146,3,0.0086071930200022,0.192370763997049,0.176220951830571,False,0,,GHR/SOCS2/GH1
Arm FFM,Reactome,R-HSA-3247509,Chromatin modifying enzymes,11/199,270/11146,11,0.0091451220390419,0.194660454831035,0.178318419708636,False,0,,PRMT6/DNMT3A/REST/H2BC6/SUPT3H/KDM4C/ELP1/ARID5B/KDM2A/NCOR2/DOT1L
Arm FFM,Reactome,R-HSA-4839726,Chromatin organization,11/199,270/11146,11,0.0091451220390419,0.194660454831035,0.178318419708636,False,0,,PRMT6/DNMT3A/REST/H2BC6/SUPT3H/KDM4C/ELP1/ARID5B/KDM2A/NCOR2/DOT1L
Arm FFM,Reactome,R-HSA-9839394,TGFBR3 expression,3/199,25/11146,3,0.0096541713202863,0.19629770395011,0.179818219325546,False,0,,RXRA/SMAD3/TNRC6A
Arm FFM,Reactome,R-HSA-2173789,TGF-beta receptor signaling activates SMADs,4/199,47/11146,4,0.0096611845344573,0.19629770395011,0.179818219325546,False,0,,TGFB2/LTBP1/FBN1/SMAD3
Arm FFM,Reactome,R-HSA-166520,Signaling by NTRKs,7/199,134/11146,7,0.0101627834597539,0.201900631400443,0.184950772671076,False,0,,DNM3/REST/PIK3R1/ID4/BDNF/RPS6KA5/MAP2K5
Arm FFM,Reactome,R-HSA-6791312,TP53 Regulates Transcription of Cell Cycle Genes,4/199,48/11146,4,0.0103954667808843,0.202033637002403,0.185072612254644,False,0,,E2F7/RBL2/TP53/CCNE1
Arm FFM,Reactome,R-HSA-3000178,ECM proteoglycans,5/199,76/11146,5,0.011453206820557,0.217854614842085,0.199565395439941,False,0,,LAMC1/TGFB2/DMP1/VCAN/ACAN
